"","unlist(as_list(l))"
"2033","http://motoryzacja.interia.pl"
"2034","http://kobieta.interia.pl"
"2035","http://komputery.interia.pl"
"2036","http://gry.interia.pl"
"2037","http://turystyka.interia.pl"
"2038","http://rozrywka.interia.pl"
"2039","http://katalog.interia.pl"
"2040","/l/z"
"2041","pomoc2.html"
"2042","index.html"
"2043","kategorie.html?kl=18"
"2044","tresc.html?kl=18&kk=807"
"2045","http://www.renkar.com.pl/"
"2046","http://www.acc.pl/"
"2047","http://www.activa.pl/"
"2048","http://www.adr.com.pl/"
"2049","http://www.alsi.com.pl/"
"2050","http://www.alter.bialystok.pl/"
"2051","http://www.amazon-polska.krakow.pl/"
"2052","http://www.aquarius.pl/"
"2053","http://www.arma75.krakow.pl/"
"2054","http://www.atest.pl/"
"2055","url.html?kl=18&kp=886&kk=886&nr_paczki=2&nr_strony=0"
"2056","url.html?kl=18&kp=886&kk=886&nr_paczki=3&nr_strony=0"
"2057","url.html?kl=18&kp=886&kk=886&nr_paczki=4&nr_strony=0"
"2058","url.html?kl=18&kp=886&kk=886&nr_paczki=5&nr_strony=0"
"2059","url.html?kl=18&kp=886&kk=886&nr_paczki=6&nr_strony=0"
"2060","url.html?kl=18&kp=886&kk=886&nr_paczki=7&nr_strony=0"
"2061","url.html?kl=18&kp=886&kk=886&nr_paczki=8&nr_strony=0"
"2062","url.html?kl=18&kp=886&kk=886&nr_paczki=9&nr_strony=0"
"2063","http://biznes.interia.pl/main/info.html?nid=6345"
"2064","http://biznes.interia.pl/main/info.html?nid=6331"
"2065","http://motoryzacja.interia.pl/id/targi/bangkok"
"2066","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"2067","http://kobieta.interia.pl/id/chwila/chinski"
"2068","http://kobieta.interia.pl/id/dom/mieszkanie"
"2069","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"2070","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"2071","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"2072","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"2073","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"2074","http://rozrywka.interia.pl/id/crans/index"
"2075","http://komputery.interia.pl/id/gt/www/gt1"
"2076","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"2077","http://pogoda.interia.pl"
"2078","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"2079","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"2080","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"2081","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"2082","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"2083","http://www.poczta.fm/kartkifm/"
"2084","http://turystyka.interia.pl/id/bazy/bot1"
"2085","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"2086","http://motoryzacja.interia.pl/id/motoporadnik"
"2087","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"2088","http://www.interia.pl/wap/"
"2089","http://tv.interia.pl"
"2090","http://www.interia.pl/onas/?txt=info"
"2091","http://www.interia.pl/onas/?txt=kontakt"
"2092","http://www.interia.pl/onas/?txt=reklama"
"2093","http://www.interia.pl/onas/?txt=prasa"
"2094","http://www.interia.pl/onas/?txt=praca"
"2095","http://www.interia.pl/onas/?txt=prawa"
"2096","http://tv.interia.pl"
"2097","http://www.interia.pl/onas/?txt=opinie"
"2098","http://ad.interia.pl/go/?id=332&str=9&msc=1&podstr=main&go=http://www.royalpbk.com"
"2099","http://pogoda.interia.pl"
"2100","http://www.poczta.fm/kartkifm/"
"2101","http://wiadomosci.interia.pl"
"2102","http://biznes.interia.pl"
"2103","http://motoryzacja.interia.pl"
"2104","http://kobieta.interia.pl"
"2105","http://komputery.interia.pl"
"2106","http://gry.interia.pl"
"2107","http://turystyka.interia.pl"
"2108","http://rozrywka.interia.pl"
"2109","http://katalog.interia.pl"
"2110","/l/z"
"2111","pomoc2.html"
"2112","index.html"
"2113","kategorie.html?kl=18"
"2114","tresc.html?kl=18&kk=807"
"2115","http://www.mec.com.pl/"
"2116","http://www.psbd.gdansk.pl/"
"2117","http://www.abab.com.pl/"
"2118","http://www.abet-spzoo.com.pl/"
"2119","http://www.mosty2.com.pl/"
"2120","http://www.abisprojekt.com.pl/"
"2121","http://www.archbw.com.pl/"
"2122","http://www.acc.pl/"
"2123","http://www.accord.pl/"
"2124","http://www.aco.pl/"
"2125","url.html?kl=18&kp=894&kk=894&nr_paczki=2&nr_strony=0"
"2126","url.html?kl=18&kp=894&kk=894&nr_paczki=3&nr_strony=0"
"2127","url.html?kl=18&kp=894&kk=894&nr_paczki=4&nr_strony=0"
"2128","url.html?kl=18&kp=894&kk=894&nr_paczki=5&nr_strony=0"
"2129","url.html?kl=18&kp=894&kk=894&nr_paczki=6&nr_strony=0"
"2130","url.html?kl=18&kp=894&kk=894&nr_paczki=7&nr_strony=0"
"2131","url.html?kl=18&kp=894&kk=894&nr_paczki=8&nr_strony=0"
"2132","url.html?kl=18&kp=894&kk=894&nr_paczki=9&nr_strony=0"
"2133","url.html?kl=18&kp=894&kk=894&nr_paczki=10&nr_strony=0"
"2134","url.html?kl=18&kp=894&kk=894&nr_paczki=11&nr_strony=0"
"2135","url.html?kl=18&kp=894&kk=894&nr_paczki=12&nr_strony=0"
"2136","url.html?kl=18&kp=894&kk=894&nr_paczki=13&nr_strony=0"
"2137","url.html?kl=18&kp=894&kk=894&nr_paczki=14&nr_strony=0"
"2138","url.html?kl=18&kp=894&kk=894&nr_paczki=15&nr_strony=0"
"2139","url.html?kl=18&kp=894&kk=894&nr_paczki=16&nr_strony=0"
"2140","url.html?kl=18&kp=894&kk=894&nr_paczki=17&nr_strony=0"
"2141","url.html?kl=18&kp=894&kk=894&nr_paczki=18&nr_strony=0"
"2142","url.html?kl=18&kp=894&kk=894&nr_paczki=19&nr_strony=0"
"2143","url.html?kl=18&kp=894&kk=894&nr_paczki=20&nr_strony=0"
"2144","url.html?kl=18&kp=894&kk=894&nr_paczki=21&nr_strony=1"
"2145","http://biznes.interia.pl/main/info.html?nid=6345"
"2146","http://biznes.interia.pl/main/info.html?nid=6331"
"2147","http://motoryzacja.interia.pl/id/targi/bangkok"
"2148","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"2149","http://kobieta.interia.pl/id/chwila/chinski"
"2150","http://kobieta.interia.pl/id/dom/mieszkanie"
"2151","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"2152","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"2153","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"2154","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"2155","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"2156","http://rozrywka.interia.pl/id/crans/index"
"2157","http://komputery.interia.pl/id/gt/www/gt1"
"2158","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"2159","http://pogoda.interia.pl"
"2160","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"2161","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"2162","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"2163","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"2164","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"2165","http://www.poczta.fm/kartkifm/"
"2166","http://turystyka.interia.pl/id/bazy/bot1"
"2167","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"2168","http://motoryzacja.interia.pl/id/motoporadnik"
"2169","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"2170","http://www.interia.pl/wap/"
"2171","http://tv.interia.pl"
"2172","http://www.interia.pl/onas/?txt=info"
"2173","http://www.interia.pl/onas/?txt=kontakt"
"2174","http://www.interia.pl/onas/?txt=reklama"
"2175","http://www.interia.pl/onas/?txt=prasa"
"2176","http://www.interia.pl/onas/?txt=praca"
"2177","http://www.interia.pl/onas/?txt=prawa"
"2178","http://tv.interia.pl"
"2179","http://www.interia.pl/onas/?txt=opinie"
"2180","http://ad.interia.pl/go/?id=332&str=9&msc=1&podstr=main&go=http://www.royalpbk.com"
"2181","http://pogoda.interia.pl"
"2182","http://www.poczta.fm/kartkifm/"
"2183","http://wiadomosci.interia.pl"
"2184","http://biznes.interia.pl"
"2185","http://motoryzacja.interia.pl"
"2186","http://kobieta.interia.pl"
"2187","http://komputery.interia.pl"
"2188","http://gry.interia.pl"
"2189","http://turystyka.interia.pl"
"2190","http://rozrywka.interia.pl"
"2191","http://katalog.interia.pl"
"2192","/l/z"
"2193","pomoc2.html"
"2194","index.html"
"2195","kategorie.html?kl=30"
"2196","http://emerytura.socrates.pl/ranking.htm"
"2197","http://www.pimw.com.pl/"
"2198","http://www.dvd.com.pl/"
"2199","http://www.bowling.pl/"
"2200","http://www.catv.com.pl/oigkk/main.htm"
"2201","http://uszatek.el.com.pl/olimp/hm/"
"2202","http://www.pfs.org.pl/"
"2203","http://www.mroz.pl/index2.htm"
"2204","http://biznes.interia.pl/main/info.html?nid=6345"
"2205","http://biznes.interia.pl/main/info.html?nid=6331"
"2206","http://motoryzacja.interia.pl/id/targi/bangkok"
"2207","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"2208","http://kobieta.interia.pl/id/chwila/chinski"
"2209","http://kobieta.interia.pl/id/dom/mieszkanie"
"2210","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"2211","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"2212","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"2213","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"2214","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"2215","http://rozrywka.interia.pl/id/crans/index"
"2216","http://komputery.interia.pl/id/gt/www/gt1"
"2217","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"2218","http://pogoda.interia.pl"
"2219","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"2220","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"2221","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"2222","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"2223","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"2224","http://www.poczta.fm/kartkifm/"
"2225","http://turystyka.interia.pl/id/bazy/bot1"
"2226","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"2227","http://motoryzacja.interia.pl/id/motoporadnik"
"2228","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"2229","http://www.interia.pl/wap/"
"2230","http://tv.interia.pl"
"2231","http://www.interia.pl/onas/?txt=info"
"2232","http://www.interia.pl/onas/?txt=kontakt"
"2233","http://www.interia.pl/onas/?txt=reklama"
"2234","http://www.interia.pl/onas/?txt=prasa"
"2235","http://www.interia.pl/onas/?txt=praca"
"2236","http://www.interia.pl/onas/?txt=prawa"
"2237","http://tv.interia.pl"
"2238","http://www.interia.pl/onas/?txt=opinie"
"2239","http://ad.interia.pl/go/?id=122&str=9&msc=1&podstr=main&go=http://motoryzacja.interia.pl/id/g_gielda"
"2240","http://pogoda.interia.pl"
"2241","http://www.poczta.fm/kartkifm/"
"2242","http://wiadomosci.interia.pl"
"2243","http://biznes.interia.pl"
"2244","http://motoryzacja.interia.pl"
"2245","http://kobieta.interia.pl"
"2246","http://komputery.interia.pl"
"2247","http://gry.interia.pl"
"2248","http://turystyka.interia.pl"
"2249","http://rozrywka.interia.pl"
"2250","http://katalog.interia.pl"
"2251","/l/z"
"2252","pomoc2.html"
"2253","index.html"
"2254","kategorie.html?kl=20"
"2255","tresc.html?kk=1470&kl=20"
"2256","tresc.html?kk=1200&kl=20"
"2257","tresc.html?kk=1198&kl=20"
"2258","tresc.html?kk=1201&kl=20"
"2259","tresc.html?kk=1199&kl=20"
"2260","http://motoryzacja.interia.pl/"
"2261","http://home.isp.net.pl/auto-komis/"
"2262","http://www.sattech.com.pl/katalog/"
"2263","http://republika.pl/kamova/"
"2264","http://www.autonet.com.pl/"
"2265","http://www.autosport.com.pl/"
"2266","http://www.auto-bit.com.pl/"
"2267","http://www.auto-gielda.com.pl/"
"2268","http://www.autogielda.pl/"
"2269","http://www.autohandel.com.pl/"
"2270","url.html?kl=20&kp=844&kk=844&nr_paczki=2&nr_strony=0"
"2271","url.html?kl=20&kp=844&kk=844&nr_paczki=3&nr_strony=0"
"2272","url.html?kl=20&kp=844&kk=844&nr_paczki=4&nr_strony=0"
"2273","url.html?kl=20&kp=844&kk=844&nr_paczki=5&nr_strony=0"
"2274","http://biznes.interia.pl/main/info.html?nid=6345"
"2275","http://biznes.interia.pl/main/info.html?nid=6331"
"2276","http://motoryzacja.interia.pl/id/targi/bangkok"
"2277","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"2278","http://kobieta.interia.pl/id/chwila/chinski"
"2279","http://kobieta.interia.pl/id/dom/mieszkanie"
"2280","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"2281","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"2282","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"2283","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"2284","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"2285","http://rozrywka.interia.pl/id/crans/index"
"2286","http://komputery.interia.pl/id/gt/www/gt1"
"2287","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"2288","http://pogoda.interia.pl"
"2289","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"2290","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"2291","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"2292","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"2293","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"2294","http://www.poczta.fm/kartkifm/"
"2295","http://turystyka.interia.pl/id/bazy/bot1"
"2296","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"2297","http://motoryzacja.interia.pl/id/motoporadnik"
"2298","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"2299","http://www.interia.pl/wap/"
"2300","http://tv.interia.pl"
"2301","http://www.interia.pl/onas/?txt=info"
"2302","http://www.interia.pl/onas/?txt=kontakt"
"2303","http://www.interia.pl/onas/?txt=reklama"
"2304","http://www.interia.pl/onas/?txt=prasa"
"2305","http://www.interia.pl/onas/?txt=praca"
"2306","http://www.interia.pl/onas/?txt=prawa"
"2307","http://tv.interia.pl"
"2308","http://www.interia.pl/onas/?txt=opinie"
"2309","http://ad.interia.pl/go/?id=142&str=9&msc=1&podstr=main&go=http://www.compaq.pl/products/servers/index.html"
"2310","http://pogoda.interia.pl"
"2311","http://www.poczta.fm/kartkifm/"
"2312","http://wiadomosci.interia.pl"
"2313","http://biznes.interia.pl"
"2314","http://motoryzacja.interia.pl"
"2315","http://kobieta.interia.pl"
"2316","http://komputery.interia.pl"
"2317","http://gry.interia.pl"
"2318","http://turystyka.interia.pl"
"2319","http://rozrywka.interia.pl"
"2320","http://katalog.interia.pl"
"2321","/l/z"
"2322","pomoc2.html"
"2323","index.html"
"2324","kategorie.html?kl="
"2325","tresc.html?kl=&kk="
"2326",""
"2327",""
"2328",""
"2329",""
"2330",""
"2331",""
"2332",""
"2333",""
"2334",""
"2335",""
"2336","http://biznes.interia.pl/main/info.html?nid=6345"
"2337","http://biznes.interia.pl/main/info.html?nid=6331"
"2338","http://motoryzacja.interia.pl/id/targi/bangkok"
"2339","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"2340","http://kobieta.interia.pl/id/chwila/chinski"
"2341","http://kobieta.interia.pl/id/dom/mieszkanie"
"2342","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"2343","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"2344","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"2345","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"2346","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"2347","http://rozrywka.interia.pl/id/crans/index"
"2348","http://komputery.interia.pl/id/gt/www/gt1"
"2349","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"2350","http://pogoda.interia.pl"
"2351","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"2352","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"2353","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"2354","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"2355","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"2356","http://www.poczta.fm/kartkifm/"
"2357","http://turystyka.interia.pl/id/bazy/bot1"
"2358","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"2359","http://motoryzacja.interia.pl/id/motoporadnik"
"2360","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"2361","http://www.interia.pl/wap/"
"2362","http://tv.interia.pl"
"2363","http://www.interia.pl/onas/?txt=info"
"2364","http://www.interia.pl/onas/?txt=kontakt"
"2365","http://www.interia.pl/onas/?txt=reklama"
"2366","http://www.interia.pl/onas/?txt=prasa"
"2367","http://www.interia.pl/onas/?txt=praca"
"2368","http://www.interia.pl/onas/?txt=prawa"
"2369","http://tv.interia.pl"
"2370","http://www.interia.pl/onas/?txt=opinie"
"2371","http://ad.interia.pl/go/?id=102&str=9&msc=1&podstr=main&go=http://rozrywka.interia.pl/id/szwejk/go"
"2372","http://pogoda.interia.pl"
"2373","http://www.poczta.fm/kartkifm/"
"2374","http://wiadomosci.interia.pl"
"2375","http://biznes.interia.pl"
"2376","http://motoryzacja.interia.pl"
"2377","http://kobieta.interia.pl"
"2378","http://komputery.interia.pl"
"2379","http://gry.interia.pl"
"2380","http://turystyka.interia.pl"
"2381","http://rozrywka.interia.pl"
"2382","http://katalog.interia.pl"
"2383","/l/z"
"2384","pomoc2.html"
"2385","index.html"
"2386","kategorie.html?kl=16"
"2387","tresc.html?kl=16&kk=819"
"2388","http://www.accent.com.pl/"
"2389","http://www.acton.alpha.pl/"
"2390","http://www.adresownik.prv.pl/"
"2391","http://www.rafa.com.pl/"
"2392","http://www.bib.com.pl/"
"2393","http://www.aiut.com.pl/"
"2394","http://www.alfa.com.pl/"
"2395","http://www.amg.com.pl/"
"2396","http://195.117.24.35/anarvista/index.htm"
"2397","http://195.117.24.35/anarvista/"
"2398","url.html?kl=16&kp=1063&kk=1063&nr_paczki=2&nr_strony=0"
"2399","url.html?kl=16&kp=1063&kk=1063&nr_paczki=3&nr_strony=0"
"2400","url.html?kl=16&kp=1063&kk=1063&nr_paczki=4&nr_strony=0"
"2401","url.html?kl=16&kp=1063&kk=1063&nr_paczki=5&nr_strony=0"
"2402","url.html?kl=16&kp=1063&kk=1063&nr_paczki=6&nr_strony=0"
"2403","url.html?kl=16&kp=1063&kk=1063&nr_paczki=7&nr_strony=0"
"2404","url.html?kl=16&kp=1063&kk=1063&nr_paczki=8&nr_strony=0"
"2405","url.html?kl=16&kp=1063&kk=1063&nr_paczki=9&nr_strony=0"
"2406","url.html?kl=16&kp=1063&kk=1063&nr_paczki=10&nr_strony=0"
"2407","url.html?kl=16&kp=1063&kk=1063&nr_paczki=11&nr_strony=0"
"2408","url.html?kl=16&kp=1063&kk=1063&nr_paczki=12&nr_strony=0"
"2409","url.html?kl=16&kp=1063&kk=1063&nr_paczki=13&nr_strony=0"
"2410","url.html?kl=16&kp=1063&kk=1063&nr_paczki=14&nr_strony=0"
"2411","url.html?kl=16&kp=1063&kk=1063&nr_paczki=15&nr_strony=0"
"2412","url.html?kl=16&kp=1063&kk=1063&nr_paczki=16&nr_strony=0"
"2413","http://biznes.interia.pl/main/info.html?nid=6345"
"2414","http://biznes.interia.pl/main/info.html?nid=6331"
"2415","http://motoryzacja.interia.pl/id/targi/bangkok"
"2416","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"2417","http://kobieta.interia.pl/id/chwila/chinski"
"2418","http://kobieta.interia.pl/id/dom/mieszkanie"
"2419","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"2420","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"2421","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"2422","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"2423","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"2424","http://rozrywka.interia.pl/id/crans/index"
"2425","http://komputery.interia.pl/id/gt/www/gt1"
"2426","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"2427","http://pogoda.interia.pl"
"2428","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"2429","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"2430","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"2431","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"2432","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"2433","http://www.poczta.fm/kartkifm/"
"2434","http://turystyka.interia.pl/id/bazy/bot1"
"2435","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"2436","http://motoryzacja.interia.pl/id/motoporadnik"
"2437","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"2438","http://www.interia.pl/wap/"
"2439","http://tv.interia.pl"
"2440","http://www.interia.pl/onas/?txt=info"
"2441","http://www.interia.pl/onas/?txt=kontakt"
"2442","http://www.interia.pl/onas/?txt=reklama"
"2443","http://www.interia.pl/onas/?txt=prasa"
"2444","http://www.interia.pl/onas/?txt=praca"
"2445","http://www.interia.pl/onas/?txt=prawa"
"2446","http://tv.interia.pl"
"2447","http://www.interia.pl/onas/?txt=opinie"
"2448","http://ad.interia.pl/go/?id=142&str=9&msc=1&podstr=main&go=http://www.compaq.pl/products/servers/index.html"
"2449","http://pogoda.interia.pl"
"2450","http://www.poczta.fm/kartkifm/"
"2451","http://wiadomosci.interia.pl"
"2452","http://biznes.interia.pl"
"2453","http://motoryzacja.interia.pl"
"2454","http://kobieta.interia.pl"
"2455","http://komputery.interia.pl"
"2456","http://gry.interia.pl"
"2457","http://turystyka.interia.pl"
"2458","http://rozrywka.interia.pl"
"2459","http://katalog.interia.pl"
"2460","/l/z"
"2461","pomoc2.html"
"2462","index.html"
"2463","kategorie.html?kl=16"
"2464","tresc.html?kl=16&kk=819"
"2465","http://hydepark.interia.pl/"
"2466","http://cashserwis.iq.pl/"
"2467","http://3d.gad.pl/"
"2468","http://www.agsmedia.pl/"
"2469","http://www.trzepak.pik-net.pl/"
"2470","http://www.lepper-forum.prv.pl/"
"2471","http://www.animals.pl"
"2472","http://www.olsztyn.tpsa.pl/aik/"
"2473","http://commandos.strefa.com/"
"2474","http://www.caritaspolska.org.pl/"
"2475","url.html?kl=16&kp=1065&kk=1065&nr_paczki=2&nr_strony=0"
"2476","url.html?kl=16&kp=1065&kk=1065&nr_paczki=3&nr_strony=0"
"2477","url.html?kl=16&kp=1065&kk=1065&nr_paczki=4&nr_strony=0"
"2478","url.html?kl=16&kp=1065&kk=1065&nr_paczki=5&nr_strony=0"
"2479","url.html?kl=16&kp=1065&kk=1065&nr_paczki=6&nr_strony=0"
"2480","url.html?kl=16&kp=1065&kk=1065&nr_paczki=7&nr_strony=0"
"2481","url.html?kl=16&kp=1065&kk=1065&nr_paczki=8&nr_strony=0"
"2482","url.html?kl=16&kp=1065&kk=1065&nr_paczki=9&nr_strony=0"
"2483","url.html?kl=16&kp=1065&kk=1065&nr_paczki=10&nr_strony=0"
"2484","url.html?kl=16&kp=1065&kk=1065&nr_paczki=11&nr_strony=0"
"2485","url.html?kl=16&kp=1065&kk=1065&nr_paczki=12&nr_strony=0"
"2486","http://biznes.interia.pl/main/info.html?nid=6345"
"2487","http://biznes.interia.pl/main/info.html?nid=6331"
"2488","http://motoryzacja.interia.pl/id/targi/bangkok"
"2489","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"2490","http://kobieta.interia.pl/id/chwila/chinski"
"2491","http://kobieta.interia.pl/id/dom/mieszkanie"
"2492","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"2493","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"2494","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"2495","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"2496","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"2497","http://rozrywka.interia.pl/id/crans/index"
"2498","http://komputery.interia.pl/id/gt/www/gt1"
"2499","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"2500","http://pogoda.interia.pl"
"2501","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"2502","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"2503","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"2504","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"2505","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"2506","http://www.poczta.fm/kartkifm/"
"2507","http://turystyka.interia.pl/id/bazy/bot1"
"2508","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"2509","http://motoryzacja.interia.pl/id/motoporadnik"
"2510","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"2511","http://www.interia.pl/wap/"
"2512","http://tv.interia.pl"
"2513","http://www.interia.pl/onas/?txt=info"
"2514","http://www.interia.pl/onas/?txt=kontakt"
"2515","http://www.interia.pl/onas/?txt=reklama"
"2516","http://www.interia.pl/onas/?txt=prasa"
"2517","http://www.interia.pl/onas/?txt=praca"
"2518","http://www.interia.pl/onas/?txt=prawa"
"2519","http://tv.interia.pl"
"2520","http://www.interia.pl/onas/?txt=opinie"
"2521","http://ad.interia.pl/go/?id=94&str=9&msc=1&podstr=main&go=http://gry.interia.pl"
"2522","http://pogoda.interia.pl"
"2523","http://www.poczta.fm/kartkifm/"
"2524","http://wiadomosci.interia.pl"
"2525","http://biznes.interia.pl"
"2526","http://motoryzacja.interia.pl"
"2527","http://kobieta.interia.pl"
"2528","http://komputery.interia.pl"
"2529","http://gry.interia.pl"
"2530","http://turystyka.interia.pl"
"2531","http://rozrywka.interia.pl"
"2532","http://katalog.interia.pl"
"2533","/l/z"
"2534","pomoc2.html"
"2535","index.html"
"2536","kategorie.html?kl=16"
"2537","tresc.html?kl=16&kk=819"
"2538","http://www.interia.pl/"
"2539","http://www.hackworld.prv.pl/"
"2540","http://benchmark.ceti.com.pl/"
"2541","http://www.ok.com.pl/"
"2542","http://www.promail.pl/~mofo/"
"2543","http://www.abj.com.pl/"
"2544","http://www.cyf-kr.edu.pl/"
"2545","http://thorn.stone.pl/"
"2546","http://www.astrix.pl/"
"2547","http://www.bib.com.pl/"
